"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-13","1.49",",,W,2400"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-14","0.26",",,W,2400"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-15","0.00",",,W,2400"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-16","0.00",",,W,2400"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-17","3.43",",,W,2400"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-18","0.00",",,W,2400"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-19","0.00","T,,W,2400"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","39.72517","-86.28168","241.1","2015-07-20","0.27",",,W,2400"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-10","0.04",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-11","0.05",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-12","0.81",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-13","0.00",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-14","0.82",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-15","0.04",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-16","0.00",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-17","0.00",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-18","0.20",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-19","0.13",",,7,0800"
"USC00123527","GREENFIELD, IN US","39.7858","-85.7611","264.9","2015-07-20","0.00",",,7,0800"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-10","0.02",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-11","0.07",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-12","0.74",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-13","0.00",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-14","1.91",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-15","0.00",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-16","0.00",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-17","0.00",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-18","3.28",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-19","0.00",",,N"
"US1INMR0064","INDIANAPOLIS 5.9 S, IN US","39.6916","-86.1281","233.5","2015-07-20","0.00",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-11","0.03",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-12","2.80",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-13","0.00",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-14","0.74",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-15","0.07",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-16","0.00",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-17","0.00","T,,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-18","0.15",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-19","0.00",",,N"
"US1INHM0048","FISHERS 1.1 N, IN US","39.9698","-86.0276","243.5","2015-07-20","0.00",",,N"
